r0,r1,n0,n1,m0,s0,m1,s1,lat_mean,lat_med,lat_std,lat_p10,lat_p90,lat_slow,lat_p75,lat_p25,lat_iqr,lat_fast,lat_neg,lat_skew,lat_kurt,lat_dur_corr,cvlat,cv0,bargein,bargein_rate,silence,silence_true,overlap_time,duration_s,caller_level_db,mf_mu_0,mf_mu_1,mf_mu_2,mf_mu_3,mf_mu_4,mf_mu_5,mf_mu_6,mf_mu_7,mf_mu_8,mf_mu_9,mf_mu_10,mf_mu_11,mf_mu_12,mf_sd_0,mf_sd_1,mf_sd_2,mf_sd_3,mf_sd_4,mf_sd_5,mf_sd_6,mf_sd_7,mf_sd_8,mf_sd_9,mf_sd_10,mf_sd_11,mf_sd_12,anon_id,label,split
0.267066149688639,0.43296909881330103,19.0,20.0,2.392631578947375,2.853379975628646,3.685000000000005,2.2909812308266506,3.15777777777778,3.2399999999999807,0.5433594631299222,2.596000000000012,3.7240000000000095,1.0,3.3400000000000034,2.7399999999999993,0.6000000000000041,0.0,0.0,0.6415739642535745,-0.26215132962849097,0.33900521849257387,0.17207020290713107,1.1925697209477628,0.0,0.0,51.059999999999775,51.13999999999976,0.0799999999999983,170.22,-0.17240634564319107,-255.922119140625,102.17793273925781,17.366147994995117,3.644132137298584,-35.86518096923828,-4.931416988372803,-23.600875854492188,-4.793919086456299,-22.8358154296875,-2.629619836807251,-15.295721054077148,-4.001823902130127,-12.667463302612305,77.33685302734375,27.288270950317383,34.48963928222656,18.367088317871094,20.54865074157715,16.671396255493164,16.777732849121094,11.195635795593262,11.559163093566895,9.907981872558594,9.304595947265625,9.834677696228027,7.399206161499023,call_0181ce113ebe,synthetic,train
0.32335049134300403,0.456715021057557,18.0,17.0,2.3033333333333323,4.189692377994143,3.4447058823529386,2.9243684439290036,0.6900000000000013,0.8599999999999994,1.9539703170723963,-1.4979999999999989,2.668000000000002,0.375,2.1250000000000036,-1.3000000000000043,3.425000000000008,0.5,0.5,0.16824470241888084,-1.427991936543858,0.5609969987200254,2.831841035131234,1.8189691937084695,4.0,0.2222222222222222,28.20000000000006,32.02000000000005,3.819999999999993,128.22,-0.17240634564319107,-68.94513702392578,75.53993225097656,2.1441490650177,13.499348640441895,-35.71007537841797,-8.885101318359375,-34.81272506713867,1.783116340637207,-21.60584259033203,1.6130696535110474,-12.598580360412598,-3.3036882877349854,-12.052388191223145,108.87007904052734,25.791105270385742,33.24565505981445,17.674182891845703,24.44757652282715,14.289349555969238,16.40143585205078,14.529133796691895,9.743573188781738,10.541537284851074,9.178118705749512,8.795247077941895,7.228089809417725,call_018c9d3823ac,synthetic,train
0.3400648448355725,0.4176007410838359,11.0,22.0,6.674545454545464,5.9213701787161055,4.098181818181826,3.7889883950536523,3.523999999999989,3.9099999999999935,1.8904348706051803,2.168,5.103999999999972,0.9,4.525000000000011,2.7299999999999685,1.7950000000000426,0.1,0.1,-0.9055759816732003,1.0246396018863662,0.07962118759447379,0.5364457633566233,0.8871570683208709,1.0,0.09090909090909091,52.31999999999974,53.019999999999754,0.700000000000017,215.9,-0.17240634564319107,-140.80360412597656,77.53925323486328,-13.924407958984375,-10.581247329711914,-52.54182052612305,-4.110555648803711,-26.298707962036133,-5.809781074523926,-19.430795669555664,-4.275521755218506,-14.756282806396484,-8.897716522216797,-12.440488815307617,84.56365203857422,27.08177375793457,34.28794479370117,17.089683532714844,28.22071075439453,14.621310234069824,20.135875701904297,10.558835983276367,12.910167694091797,9.043546676635742,10.717775344848633,7.988729476928711,7.990845680236816,call_01bf49059daf,synthetic,train
0.1689914163090126,0.5132778969957085,10.0,21.0,2.519999999999996,2.473717849715283,3.644761904761907,3.0180719468965647,2.793333333333337,2.5400000000000063,0.5575342540548055,2.4120000000000035,3.2400000000000038,1.0,2.8599999999999994,2.5,0.35999999999999943,0.0,0.0,1.9929931484128258,2.6932185183607595,-0.26154358328941557,0.19959460161881032,0.9816340669577988,0.0,0.0,47.379999999999995,47.379999999999995,0.0,149.12,-1.0454779796103157,-104.2569580078125,50.147972106933594,-45.20524597167969,-26.712238311767578,-58.80326461791992,4.262569904327393,-30.263689041137695,7.365377426147461,-26.28147315979004,-1.3489367961883545,-20.676517486572266,-8.780263900756836,-10.548819541931152,112.68991088867188,34.77741241455078,42.093475341796875,21.287620544433594,25.450422286987305,17.306396484375,17.609935760498047,12.036704063415527,13.577987670898438,10.106095314025879,9.63782787322998,10.494304656982422,11.55880069732666,call_01c3806808d6,synthetic,train
0.17668689097260482,0.5350248207391057,15.0,20.0,1.28133333333333,1.1006050861028918,2.9099999999999957,1.8572291188757513,0.08000000000000376,0.46000000000000796,2.3955471512466957,-1.3000000000000005,2.4120000000000035,0.23076923076923078,1.8400000000000034,-1.1799999999999926,3.019999999999996,0.46153846153846156,0.46153846153846156,-1.3103840530870272,1.51241889417929,-0.24918533997603481,29.94433901627805,0.8589529801591634,6.0,0.4,31.360000000000127,35.20000000000013,3.8400000000000034,108.78,-0.17240634564319107,-80.5430908203125,74.94915008544922,-7.6784138679504395,24.45615577697754,-22.444612503051758,5.99943733215332,-24.78703498840332,2.356147289276123,-11.82801628112793,-2.1951396465301514,-6.906944274902344,-4.488528728485107,-13.608294486999512,102.98115539550781,30.64281463623047,41.86447525024414,30.041790008544922,27.484312057495117,15.635315895080566,19.186878204345703,14.822352409362793,14.832476615905762,15.088418006896973,11.719489097595215,9.175498962402344,9.985640525817871,call_0294f969f98b,synthetic,val
0.19624503220501577,0.5132246128545976,17.0,26.0,1.6847058823529413,1.3291400034567182,2.88076923076923,2.79927727359008,1.4030769230769227,2.3200000000000074,2.089060829159598,-0.9439999999999911,2.648000000000002,0.6923076923076923,2.4200000000000017,2.0,0.4200000000000017,0.23076923076923078,0.23076923076923078,-1.9250347944414306,2.6449362917903736,-0.001019073454154424,1.4889139670898517,0.7889448339857593,3.0,0.17647058823529413,42.40000000000002,45.459999999999994,3.059999999999974,145.94,-0.17240634564319107,-149.73182678222656,101.489501953125,28.995601654052734,37.14101791381836,-19.520111083984375,-3.9211840629577637,-23.38388442993164,-6.275426387786865,-6.307727813720703,-0.7152085304260254,-5.026860237121582,-1.365216612815857,-10.237589836120605,92.09700012207031,30.71916961669922,27.938997268676758,24.156030654907227,17.06351661682129,14.558581352233887,13.202194213867188,16.23709487915039,14.122962951660156,9.609942436218262,9.780404090881348,7.482643127441406,7.549785614013672,call_02c249d2f89d,synthetic,train
0.2510568662211918,0.4482476476203461,13.0,16.0,2.8323076923076913,1.926216514094819,4.108749999999997,4.20796250428875,3.273333333333333,3.0400000000000063,0.6614462269233274,2.652000000000001,3.9839999999999782,1.0,3.460000000000001,2.760000000000005,0.6999999999999957,0.0,0.0,1.1217011732837672,0.4786008749908417,0.17365330274244622,0.20207114869284817,0.6800873078324693,0.0,0.0,44.10000000000005,44.360000000000056,0.2600000000000051,146.66,-0.17240634564319107,-129.45730590820312,66.06784057617188,-21.657669067382812,-1.4998092651367188,-58.29463577270508,-10.236835479736328,-26.270023345947266,-7.862123966217041,-21.66558074951172,-15.51498031616211,-15.97921371459961,-14.992876052856445,-8.623289108276367,88.17117309570312,25.564958572387695,34.95956802368164,16.101619720458984,25.80225372314453,17.093732833862305,18.01255226135254,10.560961723327637,12.301716804504395,11.042264938354492,8.67508602142334,8.602301597595215,7.872190475463867,call_02d28871d7b3,synthetic,train
0.4133686148182239,0.3875977910722508,22.0,13.0,3.2663636363636384,4.015435610303801,5.183076923076929,5.2876509029063135,1.733333333333328,2.0799999999999983,2.457008117383599,0.35199999999999854,3.2640000000000065,0.5555555555555556,2.480000000000004,1.7199999999999989,0.7600000000000051,0.1111111111111111,0.1111111111111111,-1.2851078943416223,1.9994019572765875,0.14179145255803186,1.4175046822881356,1.2293290203122507,1.0,0.045454545454545456,34.59999999999988,36.09999999999985,1.4999999999999716,173.84,-0.17240634564319107,-257.355712890625,103.5945816040039,7.7180047035217285,1.4207110404968262,-30.801616668701172,-7.80643367767334,-23.263038635253906,-5.479939937591553,-22.168529510498047,-3.590392827987671,-14.912810325622559,-4.837954044342041,-11.356629371643066,87.28485870361328,29.352073669433594,34.25483703613281,19.978710174560547,21.862443923950195,16.395156860351562,16.576841354370117,12.88412857055664,10.743228912353516,10.654647827148438,10.043209075927734,9.927252769470215,7.7003865242004395,call_03680846967f,synthetic,train
0.1786908228189366,0.675617383802438,10.0,22.0,3.3139999999999987,1.875015733267325,5.695454545454552,3.306093172630758,0.5155555555555553,0.9200000000000017,1.4457839942483415,-0.17599999999999605,1.2600000000000025,0.0,1.1800000000000068,0.799999999999983,0.3800000000000239,0.1111111111111111,0.1111111111111111,-2.349026662866836,3.7818504741698717,0.24437155208515549,2.8043223971974522,0.5657862802358297,1.0,0.1,27.019999999999868,27.33999999999986,0.3199999999999932,185.46,-0.17240634564319107,-108.57061004638672,119.67301940917969,-21.39007568359375,2.4999279975891113,-13.529102325439453,-23.201059341430664,-29.346790313720703,-28.14917755126953,-7.318037033081055,-12.589640617370605,-3.5100088119506836,-0.47219759225845337,-8.1195707321167,72.03116607666016,20.854904174804688,27.119543075561523,21.640033721923828,12.725013732910156,12.546706199645996,11.11805248260498,10.348129272460938,9.679837226867676,7.815290927886963,7.115593433380127,6.850783824920654,6.479196071624756,call_04d682ac0cef,human,train
0.3916804930078221,0.3731926996918706,25.0,17.0,2.644000000000002,1.2331423275518523,3.7047058823529455,3.1308223269464865,2.548888888888885,2.3000000000000043,0.7992280225935289,1.9000000000000028,3.352000000000007,0.8888888888888888,3.159999999999968,2.239999999999995,0.9199999999999733,0.0,0.0,0.016994021909758978,-0.0705233017694642,0.5235108401646796,0.31355938101655345,0.46639271069797983,0.0,0.0,39.679999999999865,41.85999999999986,2.1799999999999926,168.76,-4.359916692464292,-144.77713012695312,72.89493560791016,-22.597318649291992,16.05136489868164,-38.330596923828125,-9.87955093383789,-36.39837646484375,-8.414460182189941,-23.64226722717285,-8.849008560180664,-11.88222885131836,-8.368403434753418,-10.2410306930542,79.08936309814453,27.96807861328125,32.19197082519531,23.617481231689453,22.874313354492188,12.33991813659668,14.604819297790527,12.932353973388672,10.059685707092285,9.047584533691406,9.42547607421875,8.757872581481934,7.5333662033081055,call_05d6615469e1,synthetic,train
